validation,mae,mse,rmse,mape,accuracy 2%,accuracy 5%,accuracy 10%,Erro percentual acumulado 30 dias,Erro percentual acumulado 60 dias,Erro percentual acumulado 90 dias,Erro percentual acumulado 1º mês,Erro percentual acumulado 2º mês,Erro percentual acumulado 3º mês
LSTM_alt,4493.018,37906260.299,6156.806,0.07,10.0,50.0,73.33,0.32,2.03,2.03,0.32,4.38,2.01
MLP_seq,5109.14,38258229.788,6185.324,0.08,6.67,13.33,73.33,1.94,4.45,4.04,1.94,6.96,3.23
MLP_seq,4493.867,42869865.285,6547.508,0.07,13.33,43.33,90.0,0.02,1.45,0.83,0.02,2.84,0.39
LSTM_alt,4205.827,30911334.562,5559.796,0.07,13.33,43.33,86.67,1.69,3.14,2.31,1.69,4.56,0.69
MLP_seq,5532.539,41959524.833,6477.617,0.09,6.67,10.0,76.67,2.77,5.27,4.99,2.77,7.77,4.42
MLP_seq,3537.597,31624672.788,5623.582,0.06,30.0,70.0,83.33,3.72,2.01,1.46,3.72,0.32,0.32
LSTM_alt,4100.456,40511112.485,6364.834,0.06,33.33,46.67,83.33,1.19,0.34,0.03,1.19,0.48,0.78
MLP_seq,17163.368,360013628.269,18974.025,0.26,0.0,0.0,3.33,25.79,24.95,26.37,25.79,24.13,29.27
MLP_seq,16014.439,331495238.131,18207.011,0.25,3.33,3.33,3.33,23.64,23.46,25.05,23.64,23.29,28.28
MLP_seq,5294.449,81888809.018,9049.244,0.1,16.67,46.67,66.67,6.09,2.55,5.0,6.09,1.13,9.93
MLP_seq,4861.278,75632476.144,8696.693,0.1,16.67,46.67,73.33,4.58,2.71,5.3,4.58,0.83,10.48
MLP_seq,5390.354,88958509.826,9431.782,0.1,23.33,40.0,66.67,7.59,4.73,6.95,7.59,1.8,11.44
MLP_seq,5260.134,77732351.027,8816.595,0.11,13.33,36.67,63.33,4.22,1.34,3.2,4.22,1.61,7.01
MLP_seq,4764.846,73906313.355,8596.878,0.1,16.67,46.67,80.0,4.08,2.12,4.3,4.08,0.16,8.72
MLP_seq,5695.86,92385275.144,9611.726,0.11,13.33,33.33,70.0,5.33,1.3,3.79,5.33,2.91,8.8
MLP_seq,5617.458,87906305.81,9375.836,0.11,13.33,36.67,66.67,6.33,2.73,5.05,6.33,1.01,9.72
MLP_seq,4813.507,75700575.051,8700.608,0.1,23.33,40.0,73.33,2.74,0.07,2.37,2.74,2.65,7.02
MLP_seq,5464.804,87529235.233,9355.706,0.11,13.33,43.33,63.33,5.68,2.23,4.69,5.68,1.34,9.63
MLP_seq,5537.028,86825449.442,9318.017,0.11,13.33,36.67,60.0,4.36,0.44,3.21,4.36,3.64,8.72
MLP_seq,5037.059,78370826.184,8852.73,0.1,23.33,43.33,66.67,4.65,0.91,3.46,4.65,2.99,8.58
MLP_seq,4968.749,79358829.04,8908.357,0.1,20.0,43.33,73.33,3.63,0.49,2.91,3.63,2.74,7.8
MLP_seq,5113.288,79223913.3,8900.782,0.1,20.0,40.0,66.67,4.03,0.57,3.26,4.03,3.01,8.64
MLP_seq,5288.991,81926691.363,9051.336,0.11,16.67,36.67,70.0,3.84,0.46,2.91,3.84,3.03,7.84
MLP_seq,5158.755,78089289.257,8836.814,0.1,16.67,43.33,70.0,6.92,5.04,6.11,6.92,3.15,8.36
MLP_seq,5010.597,80017809.88,8945.267,0.1,26.67,46.67,73.33,3.46,0.73,3.47,3.46,2.06,8.94
MLP_seq,5159.997,86005441.399,9273.912,0.1,16.67,50.0,63.33,6.28,3.9,6.38,6.28,1.48,11.34
MLP_seq,5219.279,89715826.352,9471.844,0.1,23.33,43.33,73.33,7.01,4.42,6.79,7.01,1.77,11.55
MLP_seq,5324.346,78485660.295,8859.213,0.11,13.33,36.67,70.0,3.69,1.02,3.06,3.69,1.7,7.21
MLP_seq,5288.949,84562796.52,9195.803,0.1,13.33,40.0,66.67,6.27,3.3,5.9,6.27,0.26,11.08
MLP_seq,5348.219,91497904.079,9565.454,0.1,13.33,46.67,63.33,5.44,2.39,4.75,5.44,0.74,9.49
MLP_seq,5257.126,81910765.43,9050.457,0.11,20.0,40.0,70.0,4.23,0.75,3.0,4.23,2.84,7.54
MLP_seq,4880.177,80433700.101,8968.484,0.1,26.67,43.33,70.0,5.03,2.27,4.4,5.03,0.55,8.73
MLP_seq,5756.878,90544574.145,9515.491,0.11,16.67,33.33,63.33,6.1,2.66,4.99,6.1,0.89,9.67
MLP_seq,5747.644,93566693.031,9672.988,0.11,20.0,36.67,56.67,5.45,1.72,4.65,5.45,2.16,10.45
