validation,mae,mse,rmse,mape,accuracy 2%,accuracy 5%,accuracy 10%,Erro percentual acumulado 30 dias,Erro percentual acumulado 60 dias,Erro percentual acumulado 90 dias,Erro percentual acumulado 1º mês,Erro percentual acumulado 2º mês,Erro percentual acumulado 3º mês
LSTM_alt,4493.018,37906260.299,6156.806,0.07,10.0,50.0,73.33,0.32,2.03,2.03,0.32,4.38,2.01
MLP_seq,5109.14,38258229.788,6185.324,0.08,6.67,13.33,73.33,1.94,4.45,4.04,1.94,6.96,3.23
MLP_seq,4493.867,42869865.285,6547.508,0.07,13.33,43.33,90.0,0.02,1.45,0.83,0.02,2.84,0.39
LSTM_alt,4205.827,30911334.562,5559.796,0.07,13.33,43.33,86.67,1.69,3.14,2.31,1.69,4.56,0.69
MLP_seq,5532.539,41959524.833,6477.617,0.09,6.67,10.0,76.67,2.77,5.27,4.99,2.77,7.77,4.42
MLP_seq,3537.597,31624672.788,5623.582,0.06,30.0,70.0,83.33,3.72,2.01,1.46,3.72,0.32,0.32
LSTM_alt,4100.456,40511112.485,6364.834,0.06,33.33,46.67,83.33,1.19,0.34,0.03,1.19,0.48,0.78
MLP_seq,10476.911,268703756.938,16392.186,0.16,6.67,16.67,43.33,10.9,14.88,15.49,10.9,18.81,16.73
MLP_seq,9531.895,258493129.083,16077.722,0.15,6.67,30.0,50.0,8.31,13.19,13.97,8.31,17.91,15.57
MLP_seq,7752.71,217603487.505,14751.389,0.13,30.0,46.67,73.33,5.71,10.03,10.74,5.71,14.28,12.19
MLP_seq,6866.33,182539590.496,13510.721,0.12,20.0,56.67,70.0,3.03,6.96,8.55,3.03,10.87,11.72
MLP_seq,7608.355,209319973.432,14467.895,0.12,20.0,40.0,66.67,3.25,8.52,9.01,3.25,13.6,10.02
MLP_seq,7569.823,222029154.351,14900.643,0.12,30.0,43.33,70.0,3.98,8.81,9.33,3.98,13.51,10.41
MLP_seq,7147.903,188328327.681,13723.277,0.12,23.33,50.0,66.67,2.3,5.89,7.72,2.3,9.48,11.33
MLP_seq,7351.916,197062374.039,14037.891,0.12,16.67,50.0,73.33,4.26,6.67,8.38,4.26,9.14,11.76
MLP_seq,7308.427,207856820.179,14417.24,0.12,20.0,50.0,73.33,3.67,7.41,8.88,3.67,11.13,11.81
MLP_seq,7184.816,193851451.418,13923.055,0.12,23.33,46.67,70.0,0.92,5.27,7.06,0.92,9.56,10.59
MLP_seq,8425.438,230642551.54,15186.92,0.13,20.0,33.33,60.0,3.74,9.41,10.64,3.74,14.83,13.12
MLP_seq,7853.459,220969082.528,14865.029,0.13,16.67,43.33,73.33,6.8,9.76,11.13,6.8,12.75,13.88
MLP_seq,7880.724,222694317.949,14922.946,0.13,23.33,46.67,70.0,6.88,9.67,11.08,6.88,12.5,13.89
MLP_seq,7991.516,226261167.303,15041.98,0.13,20.0,43.33,70.0,6.6,9.53,10.91,6.6,12.49,13.66
MLP_seq,7913.614,226593330.242,15053.017,0.13,20.0,46.67,73.33,6.8,9.7,11.29,6.8,12.64,14.43
MLP_seq,7452.35,218008673.532,14765.117,0.12,26.67,50.0,76.67,4.76,8.46,10.02,4.76,12.16,13.11
MLP_seq,7099.843,207278725.432,14397.178,0.12,26.67,60.0,73.33,2.64,6.58,8.47,2.64,10.5,12.19
MLP_seq,7265.256,203098447.108,14251.261,0.12,26.67,50.0,76.67,3.71,7.14,8.34,3.71,10.58,10.74
MLP_seq,7170.385,190041468.053,13785.553,0.12,23.33,43.33,66.67,2.39,6.13,7.53,2.39,9.85,10.33
MLP_seq,7777.497,216790862.448,14723.82,0.13,23.33,33.33,66.67,3.73,8.52,9.21,3.73,13.18,10.63
MLP_seq,7031.312,203079236.106,14250.587,0.12,26.67,46.67,73.33,2.09,6.6,7.42,2.09,11.03,9.11
MLP_seq,7102.355,185116315.073,13605.746,0.12,16.67,53.33,70.0,1.81,5.65,7.74,1.81,9.47,11.85
MLP_seq,7569.185,209871056.255,14486.927,0.12,10.0,46.67,76.67,4.75,7.79,9.42,4.75,10.87,12.64
MLP_seq,7287.049,205988286.655,14352.292,0.12,26.67,46.67,73.33,3.7,7.35,8.81,3.7,10.99,11.74
MLP_seq,7259.319,194085351.038,13931.452,0.12,20.0,50.0,73.33,1.55,5.39,7.76,1.55,9.22,12.36
MLP_seq,7650.129,220109107.906,14836.075,0.13,23.33,36.67,63.33,1.73,7.18,7.84,1.73,12.44,9.2
MLP_seq,7454.399,201997503.983,14212.583,0.12,16.67,43.33,70.0,4.26,7.25,8.93,4.26,10.27,12.27
