validation,mae,mse,rmse,mape,accuracy 2%,accuracy 5%,accuracy 10%,Erro percentual acumulado 30 dias,Erro percentual acumulado 60 dias,Erro percentual acumulado 90 dias,Erro percentual acumulado 1º mês,Erro percentual acumulado 2º mês,Erro percentual acumulado 3º mês
LSTM_alt,4493.018,37906260.299,6156.806,0.07,10.0,50.0,73.33,0.32,2.03,2.03,0.32,4.38,2.01
MLP_seq,5109.14,38258229.788,6185.324,0.08,6.67,13.33,73.33,1.94,4.45,4.04,1.94,6.96,3.23
MLP_seq,4493.867,42869865.285,6547.508,0.07,13.33,43.33,90.0,0.02,1.45,0.83,0.02,2.84,0.39
LSTM_alt,4205.827,30911334.562,5559.796,0.07,13.33,43.33,86.67,1.69,3.14,2.31,1.69,4.56,0.69
MLP_seq,5532.539,41959524.833,6477.617,0.09,6.67,10.0,76.67,2.77,5.27,4.99,2.77,7.77,4.42
MLP_seq,3537.597,31624672.788,5623.582,0.06,30.0,70.0,83.33,3.72,2.01,1.46,3.72,0.32,0.32
LSTM_alt,4100.456,40511112.485,6364.834,0.06,33.33,46.67,83.33,1.19,0.34,0.03,1.19,0.48,0.78
MLP_seq,17222.606,362049062.032,19027.587,0.26,0.0,0.0,3.33,25.86,25.02,26.44,25.86,24.2,29.33
MLP_seq,16074.072,333428672.39,18260.029,0.25,3.33,3.33,3.33,23.71,23.53,25.12,23.71,23.36,28.35
MLP_seq,5497.534,76806869.119,8763.953,0.11,16.67,30.0,60.0,0.5,0.66,2.23,0.5,1.81,7.98
MLP_seq,6193.044,86956099.874,9325.025,0.13,6.67,23.33,46.67,1.62,2.14,0.96,1.62,6.05,7.08
MLP_seq,6005.07,82630952.371,9090.157,0.12,13.33,23.33,66.67,2.56,1.7,4.27,2.56,0.85,9.41
MLP_seq,5105.863,84768663.163,9206.99,0.1,20.0,43.33,73.33,4.75,3.28,5.54,4.75,1.82,10.12
MLP_seq,6177.37,91211470.525,9550.47,0.12,10.0,36.67,56.67,4.18,2.67,4.83,4.18,1.17,9.21
MLP_seq,5252.329,80725245.075,8984.723,0.11,13.33,50.0,70.0,2.77,0.75,3.5,2.77,1.28,8.99
MLP_seq,6168.236,86849809.974,9319.325,0.12,16.67,26.67,60.0,4.18,3.07,5.73,4.18,1.97,11.04
MLP_seq,5538.886,87195297.951,9337.842,0.11,16.67,30.0,73.33,5.79,4.16,6.41,5.79,2.52,10.97
MLP_seq,5156.957,81578409.754,9032.077,0.1,16.67,46.67,66.67,1.33,0.05,2.53,1.33,1.21,7.52
MLP_seq,4620.034,78516341.725,8860.945,0.09,23.33,53.33,76.67,3.3,1.24,4.45,3.3,0.83,10.76
MLP_seq,5835.071,82038706.721,9057.522,0.12,13.33,33.33,66.67,3.58,2.99,5.94,3.58,2.4,11.77
MLP_seq,4844.967,76548703.934,8749.212,0.1,20.0,46.67,76.67,4.28,2.09,4.51,4.28,0.11,9.36
MLP_seq,5192.252,84264130.608,9179.55,0.1,13.33,43.33,76.67,5.7,3.15,5.59,5.7,0.57,10.5
MLP_seq,4893.659,79127469.938,8895.362,0.1,23.33,50.0,73.33,3.95,1.85,3.85,3.95,0.26,7.93
MLP_seq,5036.984,80275546.175,8959.662,0.1,20.0,46.67,76.67,5.56,3.18,5.77,5.56,0.77,10.95
MLP_seq,5785.199,84707957.947,9203.693,0.11,13.33,36.67,56.67,2.7,2.87,5.52,2.7,3.04,10.79
MLP_seq,5963.959,81819290.927,9045.402,0.12,6.67,33.33,66.67,4.76,3.55,6.04,4.76,2.35,11.04
MLP_seq,6137.998,89413903.978,9455.893,0.12,16.67,36.67,60.0,4.05,2.75,5.09,4.05,1.47,9.79
MLP_seq,5220.55,85188675.43,9229.771,0.1,13.33,46.67,76.67,6.29,4.33,6.69,6.29,2.37,11.42
MLP_seq,5682.647,78611348.063,8866.304,0.12,16.67,30.0,60.0,1.7,0.05,3.06,1.7,1.6,9.01
MLP_seq,5258.456,81094101.276,9005.226,0.1,16.67,43.33,66.67,3.74,2.08,4.39,3.74,0.42,9.05
MLP_seq,5725.477,76620904.808,8753.337,0.12,6.67,30.0,66.67,2.29,1.33,3.42,2.29,0.37,7.67
MLP_seq,5382.593,79110812.95,8894.426,0.11,13.33,36.67,73.33,4.78,2.88,5.1,4.78,0.98,9.6
MLP_seq,5131.062,81488945.413,9027.123,0.1,20.0,43.33,60.0,2.24,0.22,3.33,2.24,1.8,9.46
MLP_seq,4837.265,83556949.001,9140.949,0.09,23.33,50.0,76.67,4.16,2.27,5.43,4.16,0.39,11.63
