validation,mae,mse,rmse,mape,accuracy 2%,accuracy 5%,accuracy 10%,Erro percentual acumulado 30 dias,Erro percentual acumulado 60 dias,Erro percentual acumulado 90 dias,Erro percentual acumulado 1º mês,Erro percentual acumulado 2º mês,Erro percentual acumulado 3º mês
LSTM_alt,4493.018,37906260.299,6156.806,0.07,10.0,50.0,73.33,0.32,2.03,2.03,0.32,4.38,2.01
MLP_seq,5109.14,38258229.788,6185.324,0.08,6.67,13.33,73.33,1.94,4.45,4.04,1.94,6.96,3.23
MLP_seq,4493.867,42869865.285,6547.508,0.07,13.33,43.33,90.0,0.02,1.45,0.83,0.02,2.84,0.39
LSTM_alt,4205.827,30911334.562,5559.796,0.07,13.33,43.33,86.67,1.69,3.14,2.31,1.69,4.56,0.69
MLP_seq,5532.539,41959524.833,6477.617,0.09,6.67,10.0,76.67,2.77,5.27,4.99,2.77,7.77,4.42
MLP_seq,3537.597,31624672.788,5623.582,0.06,30.0,70.0,83.33,3.72,2.01,1.46,3.72,0.32,0.32
LSTM_alt,4100.456,40511112.485,6364.834,0.06,33.33,46.67,83.33,1.19,0.34,0.03,1.19,0.48,0.78
MLP_seq,17222.606,362049062.032,19027.587,0.26,0.0,0.0,3.33,25.86,25.02,26.44,25.86,24.2,29.33
MLP_seq,16074.072,333428672.39,18260.029,0.25,3.33,3.33,3.33,23.71,23.53,25.12,23.71,23.36,28.35
MLP_seq,5578.448,85672871.772,9255.964,0.11,16.67,40.0,63.33,6.01,3.75,4.13,6.01,1.48,4.94
MLP_seq,5182.095,81642371.564,9035.617,0.1,26.67,36.67,63.33,5.47,3.41,4.6,5.47,1.32,7.09
MLP_seq,5636.502,90699580.636,9523.633,0.11,16.67,30.0,66.67,7.79,4.96,6.3,7.79,2.06,9.09
MLP_seq,5333.822,87635636.143,9361.391,0.11,13.33,40.0,73.33,1.82,0.3,2.44,1.82,1.21,6.78
MLP_seq,5626.933,90713841.707,9524.381,0.11,23.33,33.33,66.67,3.24,1.14,3.33,3.24,0.97,7.77
MLP_seq,5909.93,84454092.338,9189.891,0.12,13.33,33.33,60.0,4.8,2.15,3.5,4.8,0.55,6.3
MLP_seq,4961.686,83332907.587,9128.686,0.1,23.33,46.67,70.0,4.8,1.64,3.92,4.8,1.61,8.51
MLP_seq,4807.773,81060858.894,9003.38,0.1,13.33,56.67,80.0,3.29,0.74,2.83,3.29,1.84,7.06
MLP_seq,5050.572,87458338.158,9351.916,0.1,23.33,50.0,76.67,5.14,1.86,4.24,5.14,1.52,9.02
MLP_seq,4686.684,79932578.673,8940.502,0.09,23.33,60.0,83.33,2.96,0.58,2.73,2.96,1.83,7.11
MLP_seq,4506.192,77338557.795,8794.234,0.09,26.67,56.67,83.33,2.7,0.62,2.71,2.7,1.48,6.96
MLP_seq,5193.244,88660885.48,9415.991,0.1,16.67,46.67,73.33,7.48,5.19,6.96,7.48,2.88,10.59
MLP_seq,4850.796,85071597.269,9223.427,0.1,13.33,53.33,80.0,4.88,2.72,4.19,4.88,0.54,7.24
MLP_seq,4499.024,77090005.897,8780.091,0.09,36.67,60.0,80.0,1.76,0.05,2.24,1.76,1.86,6.89
MLP_seq,4903.146,84315478.441,9182.346,0.1,26.67,43.33,80.0,5.08,2.53,4.7,5.08,0.05,9.09
MLP_seq,5267.814,81604961.556,9033.546,0.11,16.67,46.67,70.0,3.11,1.22,3.0,3.11,0.68,6.66
MLP_seq,5137.875,82417251.316,9078.395,0.1,16.67,56.67,63.33,4.28,2.33,3.89,4.28,0.38,7.1
MLP_seq,5905.968,95581613.934,9776.585,0.11,13.33,40.0,66.67,8.99,5.99,7.44,8.99,2.9,10.46
MLP_seq,5905.362,99422551.037,9971.086,0.12,10.0,43.33,63.33,3.74,1.61,3.5,3.74,0.54,7.38
MLP_seq,5298.138,81489046.961,9027.128,0.11,23.33,43.33,70.0,1.29,0.63,2.49,1.29,2.55,8.65
MLP_seq,6050.98,82789707.089,9098.885,0.12,10.0,23.33,60.0,5.58,3.35,4.47,5.58,1.1,6.81
MLP_seq,5474.9,86923258.408,9323.264,0.11,13.33,33.33,73.33,8.08,5.29,6.92,8.08,2.43,10.28
MLP_seq,4612.039,75985428.892,8716.962,0.09,30.0,50.0,80.0,1.83,0.22,2.09,1.83,2.28,6.76
MLP_seq,4817.389,83209144.598,9121.905,0.1,13.33,56.67,80.0,4.61,2.58,4.03,4.61,0.54,7.05
MLP_seq,4585.201,75007426.866,8660.683,0.09,30.0,46.67,76.67,1.6,0.85,1.68,1.6,3.34,6.78
