validation,mae,mse,rmse,mape,accuracy 2%,accuracy 5%,accuracy 10%,Erro percentual acumulado 30 dias,Erro percentual acumulado 60 dias,Erro percentual acumulado 90 dias,Erro percentual acumulado 1º mês,Erro percentual acumulado 2º mês,Erro percentual acumulado 3º mês
LSTM_alt,4493.018,37906260.299,6156.806,0.07,10.0,50.0,73.33,0.32,2.03,2.03,0.32,4.38,2.01
MLP_seq,5109.14,38258229.788,6185.324,0.08,6.67,13.33,73.33,1.94,4.45,4.04,1.94,6.96,3.23
MLP_seq,4493.867,42869865.285,6547.508,0.07,13.33,43.33,90.0,0.02,1.45,0.83,0.02,2.84,0.39
LSTM_alt,4205.827,30911334.562,5559.796,0.07,13.33,43.33,86.67,1.69,3.14,2.31,1.69,4.56,0.69
MLP_seq,5532.539,41959524.833,6477.617,0.09,6.67,10.0,76.67,2.77,5.27,4.99,2.77,7.77,4.42
MLP_seq,3537.597,31624672.788,5623.582,0.06,30.0,70.0,83.33,3.72,2.01,1.46,3.72,0.32,0.32
LSTM_alt,4100.456,40511112.485,6364.834,0.06,33.33,46.67,83.33,1.19,0.34,0.03,1.19,0.48,0.78
MLP_seq,8471.547,217543116.055,14749.343,0.13,20.0,30.0,63.33,9.1,10.21,12.0,9.1,11.31,15.67
MLP_seq,7899.966,217781572.571,14757.424,0.12,10.0,46.67,63.33,6.4,8.41,10.42,6.4,10.35,14.51
MLP_seq,7137.47,200723639.473,14167.697,0.11,13.33,50.0,76.67,5.33,4.47,7.68,5.33,3.59,13.98
MLP_seq,7321.362,208491988.863,14439.252,0.11,20.0,43.33,73.33,6.37,6.9,9.65,6.37,7.44,15.1
MLP_seq,7598.997,222444761.877,14914.582,0.12,16.67,40.0,70.0,6.74,6.3,9.14,6.74,5.85,14.77
MLP_seq,7384.054,210915880.811,14522.943,0.12,13.33,50.0,73.33,5.2,5.55,7.85,5.2,5.9,12.51
MLP_seq,7320.483,205115677.608,14321.86,0.11,10.0,43.33,73.33,7.07,6.24,8.83,7.07,5.38,14.03
MLP_seq,6873.596,211668167.133,14548.82,0.11,26.67,60.0,76.67,4.63,6.0,8.66,4.63,7.34,13.96
MLP_seq,7562.352,220112616.598,14836.193,0.12,16.67,40.0,76.67,7.17,7.47,10.12,7.17,7.77,15.42
MLP_seq,7286.255,213513155.068,14612.089,0.11,30.0,50.0,73.33,5.57,6.2,8.93,5.57,6.83,14.36
MLP_seq,6510.406,192354788.342,13869.203,0.1,23.33,60.0,80.0,4.35,4.58,7.26,4.35,4.81,12.61
MLP_seq,7496.219,215574509.211,14682.456,0.12,16.67,50.0,80.0,6.35,6.66,9.49,6.35,6.97,15.11
MLP_seq,7270.249,213647731.93,14616.694,0.11,20.0,43.33,80.0,5.47,5.69,8.18,5.47,5.91,13.18
MLP_seq,7126.648,206034332.823,14353.896,0.11,20.0,36.67,80.0,6.17,5.95,8.61,6.17,5.73,13.93
MLP_seq,7209.96,209265691.758,14466.019,0.11,16.67,46.67,80.0,6.25,6.5,9.13,6.25,6.74,14.4
MLP_seq,6956.738,206326289.677,14364.062,0.11,13.33,53.33,80.0,5.57,5.98,8.62,5.57,6.4,13.9
MLP_seq,7293.077,212818562.412,14588.302,0.11,13.33,43.33,80.0,6.16,6.67,9.49,6.16,7.17,15.09
MLP_seq,7422.086,211366877.97,14538.462,0.12,20.0,46.67,76.67,6.55,6.38,9.56,6.55,6.22,15.79
MLP_seq,7163.574,204651378.216,14305.641,0.11,10.0,50.0,80.0,6.39,6.16,8.82,6.39,5.93,14.13
MLP_seq,7469.983,216622362.202,14718.096,0.12,20.0,43.33,80.0,6.46,6.57,9.26,6.46,6.7,14.62
MLP_seq,7006.339,206758396.967,14379.096,0.11,16.67,56.67,76.67,4.68,5.04,7.84,4.68,5.4,13.4
MLP_seq,7613.614,222912851.739,14930.266,0.12,20.0,40.0,76.67,6.51,6.85,9.29,6.51,7.18,14.19
MLP_seq,7012.122,207461142.709,14403.511,0.11,23.33,60.0,76.67,6.31,6.93,9.72,6.31,7.55,15.26
MLP_seq,6658.405,188293049.398,13721.991,0.11,26.67,50.0,76.67,2.73,2.88,5.96,2.73,3.04,12.05
MLP_seq,7325.809,216532744.444,14715.052,0.11,16.67,46.67,76.67,5.53,5.42,8.04,5.53,5.32,13.28
MLP_seq,6426.955,191818026.121,13849.838,0.1,30.0,60.0,76.67,3.49,3.91,6.65,3.49,4.33,12.12
MLP_seq,7055.263,207149890.737,14392.703,0.11,23.33,46.67,80.0,5.62,6.1,8.98,5.62,6.58,14.69
