validation,mae,mse,rmse,mape,accuracy 2%,accuracy 5%,accuracy 10%,Erro percentual acumulado 30 dias,Erro percentual acumulado 60 dias,Erro percentual acumulado 90 dias,Erro percentual acumulado 1º mês,Erro percentual acumulado 2º mês,Erro percentual acumulado 3º mês
LSTM_alt,4493.018,37906260.299,6156.806,0.07,10.0,50.0,73.33,0.32,2.03,2.03,0.32,4.38,2.01
MLP_seq,5109.14,38258229.788,6185.324,0.08,6.67,13.33,73.33,1.94,4.45,4.04,1.94,6.96,3.23
MLP_seq,4493.867,42869865.285,6547.508,0.07,13.33,43.33,90.0,0.02,1.45,0.83,0.02,2.84,0.39
LSTM_alt,4205.827,30911334.562,5559.796,0.07,13.33,43.33,86.67,1.69,3.14,2.31,1.69,4.56,0.69
MLP_seq,5532.539,41959524.833,6477.617,0.09,6.67,10.0,76.67,2.77,5.27,4.99,2.77,7.77,4.42
MLP_seq,3537.597,31624672.788,5623.582,0.06,30.0,70.0,83.33,3.72,2.01,1.46,3.72,0.32,0.32
LSTM_alt,4100.456,40511112.485,6364.834,0.06,33.33,46.67,83.33,1.19,0.34,0.03,1.19,0.48,0.78
MLP_seq,10476.911,268703756.938,16392.186,0.16,6.67,16.67,43.33,10.9,14.88,15.49,10.9,18.81,16.73
MLP_seq,9531.895,258493129.083,16077.722,0.15,6.67,30.0,50.0,8.31,13.19,13.97,8.31,17.91,15.57
MLP_seq,8133.669,211005654.281,14526.034,0.13,23.33,46.67,70.0,5.99,9.96,11.9,5.99,13.9,15.7
MLP_seq,7801.189,199041952.955,14108.223,0.13,10.0,36.67,76.67,3.69,6.62,8.97,3.69,9.6,13.53
MLP_seq,7771.974,198218183.265,14078.998,0.13,16.67,40.0,63.33,3.54,6.58,9.44,3.54,9.65,14.89
MLP_seq,7121.971,202874396.55,14243.398,0.12,23.33,60.0,73.33,4.9,8.15,9.88,4.9,11.42,13.3
MLP_seq,7675.035,215227764.237,14670.643,0.12,23.33,46.67,70.0,4.34,8.76,10.94,4.34,13.1,15.19
MLP_seq,6719.123,181170851.138,13459.972,0.11,30.0,53.33,76.67,1.68,5.71,7.74,1.68,9.71,11.71
MLP_seq,7305.789,213028583.004,14595.499,0.12,30.0,56.67,73.33,3.95,8.62,10.72,3.95,13.19,14.81
MLP_seq,7354.439,202637107.878,14235.066,0.12,16.67,50.0,70.0,3.33,7.05,9.29,3.33,10.76,13.64
MLP_seq,6849.367,186219025.403,13646.209,0.12,26.67,53.33,70.0,3.02,5.48,7.56,3.02,8.0,11.65
MLP_seq,6984.882,185225909.347,13609.773,0.12,20.0,53.33,76.67,2.99,6.21,8.22,2.99,9.45,12.17
MLP_seq,6932.087,170199681.725,13046.06,0.12,20.0,36.67,66.67,1.78,5.12,7.73,1.78,8.49,12.75
MLP_seq,7198.577,199435888.851,14122.177,0.12,20.0,53.33,73.33,4.4,7.98,9.62,4.4,11.57,12.87
MLP_seq,7040.507,191870077.215,13851.717,0.12,23.33,50.0,70.0,3.75,6.39,8.18,3.75,9.07,11.73
MLP_seq,7430.169,205671911.846,14341.266,0.12,16.67,50.0,73.33,5.26,8.48,10.07,5.26,11.73,13.22
MLP_seq,6609.279,186689244.095,13663.427,0.11,30.0,56.67,80.0,2.42,6.06,8.0,2.42,9.71,11.82
MLP_seq,7592.212,201493406.709,14194.837,0.12,23.33,50.0,66.67,5.0,8.85,11.05,5.0,12.68,15.33
MLP_seq,7785.877,205139659.587,14322.697,0.13,20.0,40.0,73.33,3.42,7.17,9.68,3.42,10.91,14.53
MLP_seq,7103.72,191438675.143,13836.137,0.12,26.67,53.33,70.0,3.25,6.17,8.56,3.25,9.15,13.18
MLP_seq,7015.479,198468171.136,14087.873,0.12,23.33,56.67,73.33,3.79,7.33,8.93,3.79,10.87,12.12
MLP_seq,7121.074,189733544.537,13774.38,0.12,23.33,40.0,66.67,0.37,4.38,6.94,0.37,9.03,11.87
MLP_seq,6741.518,181510830.082,13472.596,0.12,23.33,46.67,76.67,1.31,4.77,6.17,1.31,8.25,8.96
MLP_seq,7385.317,204049489.463,14284.589,0.12,10.0,53.33,70.0,3.24,7.19,9.63,3.24,11.12,14.33
MLP_seq,6728.035,187306648.915,13686.002,0.11,20.0,56.67,70.0,1.95,5.62,7.51,1.95,9.3,11.22
MLP_seq,7068.01,195624006.511,13986.565,0.12,20.0,60.0,73.33,4.05,6.98,8.79,4.05,9.96,12.34
MLP_seq,7233.042,200326315.707,14153.668,0.12,20.0,56.67,73.33,4.57,8.23,9.86,4.57,11.89,13.09
