validation,mae,mse,rmse,mape,accuracy 2%,accuracy 5%,accuracy 10%,Erro percentual acumulado 30 dias,Erro percentual acumulado 60 dias,Erro percentual acumulado 90 dias,Erro percentual acumulado 1º mês,Erro percentual acumulado 2º mês,Erro percentual acumulado 3º mês
LSTM_alt,4493.018,37906260.299,6156.806,0.07,10.0,50.0,73.33,0.32,2.03,2.03,0.32,4.38,2.01
MLP_seq,5109.14,38258229.788,6185.324,0.08,6.67,13.33,73.33,1.94,4.45,4.04,1.94,6.96,3.23
MLP_seq,4493.867,42869865.285,6547.508,0.07,13.33,43.33,90.0,0.02,1.45,0.83,0.02,2.84,0.39
LSTM_alt,4205.827,30911334.562,5559.796,0.07,13.33,43.33,86.67,1.69,3.14,2.31,1.69,4.56,0.69
MLP_seq,5532.539,41959524.833,6477.617,0.09,6.67,10.0,76.67,2.77,5.27,4.99,2.77,7.77,4.42
MLP_seq,3537.597,31624672.788,5623.582,0.06,30.0,70.0,83.33,3.72,2.01,1.46,3.72,0.32,0.32
LSTM_alt,4100.456,40511112.485,6364.834,0.06,33.33,46.67,83.33,1.19,0.34,0.03,1.19,0.48,0.78
MLP_seq,8233.892,211339863.674,14537.533,0.13,20.0,36.67,63.33,8.5,9.64,11.45,8.5,10.76,15.15
MLP_seq,7686.177,212282237.67,14569.909,0.12,10.0,40.0,66.67,5.84,7.84,9.86,5.84,9.77,13.97
MLP_seq,6535.839,184374797.257,13578.468,0.11,26.67,60.0,76.67,3.38,4.42,6.99,3.38,5.45,12.13
MLP_seq,6852.516,190908943.767,13816.98,0.11,20.0,53.33,76.67,1.25,1.01,4.47,1.25,0.77,11.23
MLP_seq,6452.809,182681723.662,13515.98,0.1,16.67,56.67,73.33,3.15,3.38,6.3,3.15,3.62,12.09
MLP_seq,7303.431,217428302.133,14745.45,0.11,20.0,46.67,76.67,5.76,6.15,8.66,5.76,6.54,13.71
MLP_seq,7185.14,201732332.834,14203.251,0.12,23.33,50.0,70.0,6.04,4.38,7.48,6.04,2.64,13.59
MLP_seq,9069.334,240424181.501,15505.618,0.14,13.33,23.33,60.0,9.79,6.72,9.42,9.79,3.4,14.79
MLP_seq,6615.007,193150862.009,13897.873,0.1,20.0,56.67,80.0,5.08,5.18,8.39,5.08,5.27,14.71
MLP_seq,6610.327,193531002.043,13911.542,0.1,23.33,53.33,76.67,5.53,5.84,8.75,5.53,6.16,14.5
MLP_seq,6519.521,189635360.964,13770.816,0.1,20.0,63.33,76.67,5.3,5.31,8.24,5.3,5.31,14.04
MLP_seq,6630.398,192055354.01,13858.404,0.11,20.0,56.67,76.67,5.15,5.6,8.48,5.15,6.05,14.18
MLP_seq,6783.313,191374774.171,13833.827,0.11,20.0,50.0,76.67,6.68,6.6,9.41,6.68,6.51,14.98
MLP_seq,6381.28,188757360.661,13738.9,0.1,30.0,60.0,76.67,4.36,4.76,7.72,4.36,5.15,13.59
MLP_seq,6415.905,187479275.012,13692.307,0.1,20.0,70.0,76.67,4.84,5.29,8.31,4.84,5.74,14.29
MLP_seq,6296.307,184752891.082,13592.384,0.1,23.33,63.33,76.67,4.53,4.82,7.9,4.53,5.12,13.97
MLP_seq,6485.151,186401425.024,13652.891,0.1,20.0,66.67,80.0,4.59,5.19,8.18,4.59,5.8,14.07
MLP_seq,6835.492,199714744.166,14132.047,0.11,23.33,53.33,83.33,5.58,5.95,8.76,5.58,6.32,14.32
MLP_seq,6720.094,200013791.316,14142.623,0.11,36.67,56.67,70.0,4.67,5.18,7.99,4.67,5.68,13.57
MLP_seq,6584.504,192513591.022,13874.927,0.1,23.33,56.67,80.0,5.06,5.16,8.03,5.06,5.26,13.71
MLP_seq,6686.008,193403016.301,13906.941,0.11,23.33,63.33,73.33,2.3,3.59,7.34,2.3,4.86,14.58
MLP_seq,6978.12,192685447.309,13881.118,0.11,10.0,53.33,73.33,4.0,3.9,6.62,4.0,3.79,12.05
MLP_seq,8327.03,196461104.323,14016.458,0.14,16.67,36.67,56.67,7.02,4.85,6.83,7.02,2.54,10.89
MLP_seq,6384.152,191520905.498,13839.108,0.1,30.0,63.33,76.67,4.61,4.86,8.02,4.61,5.12,14.23
MLP_seq,6694.489,188929981.961,13745.18,0.11,20.0,56.67,76.67,5.76,6.3,9.12,5.76,6.84,14.72
MLP_seq,6216.89,185532440.689,13621.029,0.1,33.33,63.33,76.67,4.27,4.89,7.75,4.27,5.51,13.42
MLP_seq,6577.377,192561039.147,13876.636,0.1,20.0,63.33,76.67,4.84,5.7,8.71,4.84,6.55,14.65
