validation,mae,mse,rmse,mape,accuracy 2%,accuracy 5%,accuracy 10%,Erro percentual acumulado 30 dias,Erro percentual acumulado 60 dias,Erro percentual acumulado 90 dias,Erro percentual acumulado 1º mês,Erro percentual acumulado 2º mês,Erro percentual acumulado 3º mês
LSTM_alt,4493.018,37906260.299,6156.806,0.07,10.0,50.0,73.33,0.32,2.03,2.03,0.32,4.38,2.01
MLP_seq,5109.14,38258229.788,6185.324,0.08,6.67,13.33,73.33,1.94,4.45,4.04,1.94,6.96,3.23
MLP_seq,4493.867,42869865.285,6547.508,0.07,13.33,43.33,90.0,0.02,1.45,0.83,0.02,2.84,0.39
LSTM_alt,4205.827,30911334.562,5559.796,0.07,13.33,43.33,86.67,1.69,3.14,2.31,1.69,4.56,0.69
MLP_seq,5532.539,41959524.833,6477.617,0.09,6.67,10.0,76.67,2.77,5.27,4.99,2.77,7.77,4.42
MLP_seq,3537.597,31624672.788,5623.582,0.06,30.0,70.0,83.33,3.72,2.01,1.46,3.72,0.32,0.32
LSTM_alt,4100.456,40511112.485,6364.834,0.06,33.33,46.67,83.33,1.19,0.34,0.03,1.19,0.48,0.78
MLP_seq,17222.606,362049062.032,19027.587,0.26,0.0,0.0,3.33,25.86,25.02,26.44,25.86,24.2,29.33
MLP_seq,16074.072,333428672.39,18260.029,0.25,3.33,3.33,3.33,23.71,23.53,25.12,23.71,23.36,28.35
MLP_seq,5609.43,95387504.703,9766.653,0.11,23.33,43.33,66.67,3.11,0.45,2.87,3.11,4.14,9.39
MLP_seq,5191.14,78784190.642,8876.046,0.1,20.0,50.0,70.0,3.84,1.99,4.64,3.84,0.13,9.95
MLP_seq,5702.807,92170292.125,9600.536,0.11,23.33,36.67,66.67,6.82,3.07,5.86,6.82,0.85,11.39
MLP_seq,6198.124,104035517.882,10199.78,0.12,3.33,36.67,66.67,5.45,1.3,4.39,5.45,3.06,10.49
MLP_seq,4926.615,74892655.555,8654.054,0.1,16.67,50.0,70.0,2.45,0.43,2.39,2.45,1.6,6.4
MLP_seq,5088.583,79105300.212,8894.116,0.1,16.67,46.67,70.0,3.97,2.03,4.43,3.97,0.09,9.25
MLP_seq,5376.593,82830629.968,9101.133,0.1,16.67,43.33,73.33,6.58,4.37,6.76,6.58,2.13,11.57
MLP_seq,5520.633,93248681.832,9656.536,0.11,23.33,36.67,73.33,5.89,4.33,6.17,5.89,2.78,9.93
MLP_seq,6236.842,106459492.346,10317.921,0.13,10.0,36.67,63.33,3.67,0.02,2.9,3.67,3.77,8.64
MLP_seq,4909.065,82031446.718,9057.121,0.1,16.67,53.33,76.67,4.21,2.82,5.21,4.21,1.44,10.03
MLP_seq,5337.811,84663572.744,9201.281,0.1,16.67,46.67,73.33,5.76,3.97,5.94,5.76,2.18,9.96
MLP_seq,5256.539,82493518.245,9082.594,0.1,20.0,46.67,66.67,4.61,2.56,4.98,4.61,0.51,9.83
MLP_seq,5220.445,81863425.653,9047.841,0.1,16.67,46.67,70.0,4.69,2.95,5.15,4.69,1.2,9.6
MLP_seq,4875.354,74369129.145,8623.754,0.1,16.67,53.33,70.0,3.51,1.8,4.34,3.51,0.09,9.44
MLP_seq,4776.64,70357595.671,8387.943,0.1,20.0,43.33,70.0,2.91,0.73,3.36,2.91,1.46,8.63
MLP_seq,5627.199,92439846.65,9614.564,0.11,16.67,40.0,70.0,4.91,2.24,4.49,4.91,0.48,9.05
MLP_seq,5392.992,82589690.177,9087.887,0.11,10.0,50.0,70.0,4.95,2.87,5.49,4.95,0.79,10.73
MLP_seq,5542.203,89883129.706,9480.671,0.11,20.0,36.67,73.33,5.26,2.02,4.81,5.26,1.32,10.36
MLP_seq,5831.884,97997411.486,9899.364,0.12,10.0,40.0,66.67,4.87,1.0,4.07,4.87,3.04,10.13
MLP_seq,5254.991,78799973.289,8876.935,0.11,16.67,50.0,70.0,4.41,1.99,4.23,4.41,0.46,8.77
MLP_seq,5129.206,78197002.374,8842.907,0.1,20.0,46.67,66.67,3.35,1.35,3.85,3.35,0.65,8.88
MLP_seq,4812.706,74177406.65,8612.631,0.1,23.33,43.33,73.33,1.65,0.22,2.86,1.65,1.21,8.15
MLP_seq,5432.843,85669371.142,9255.775,0.11,20.0,46.67,66.67,1.29,1.37,1.67,1.29,4.07,7.67
MLP_seq,5644.352,93453042.152,9667.111,0.11,16.67,36.67,66.67,3.16,1.02,3.67,3.16,1.14,8.96
MLP_seq,5160.298,77191130.972,8785.848,0.1,23.33,50.0,66.67,2.97,1.12,4.17,2.97,0.72,10.2
