validation,mae,mse,rmse,mape,accuracy 2%,accuracy 5%,accuracy 10%,Erro percentual acumulado 30 dias,Erro percentual acumulado 60 dias,Erro percentual acumulado 90 dias,Erro percentual acumulado 1º mês,Erro percentual acumulado 2º mês,Erro percentual acumulado 3º mês
LSTM_alt,4493.018,37906260.299,6156.806,0.07,10.0,50.0,73.33,0.32,2.03,2.03,0.32,4.38,2.01
MLP_seq,5109.14,38258229.788,6185.324,0.08,6.67,13.33,73.33,1.94,4.45,4.04,1.94,6.96,3.23
MLP_seq,4493.867,42869865.285,6547.508,0.07,13.33,43.33,90.0,0.02,1.45,0.83,0.02,2.84,0.39
LSTM_alt,4205.827,30911334.562,5559.796,0.07,13.33,43.33,86.67,1.69,3.14,2.31,1.69,4.56,0.69
MLP_seq,5532.539,41959524.833,6477.617,0.09,6.67,10.0,76.67,2.77,5.27,4.99,2.77,7.77,4.42
MLP_seq,3537.597,31624672.788,5623.582,0.06,30.0,70.0,83.33,3.72,2.01,1.46,3.72,0.32,0.32
LSTM_alt,4100.456,40511112.485,6364.834,0.06,33.33,46.67,83.33,1.19,0.34,0.03,1.19,0.48,0.78
MLP_seq,8233.892,211339863.674,14537.533,0.13,20.0,36.67,63.33,8.5,9.64,11.45,8.5,10.76,15.15
MLP_seq,7686.177,212282237.67,14569.909,0.12,10.0,40.0,66.67,5.84,7.84,9.86,5.84,9.77,13.97
MLP_seq,6661.98,182932411.783,13525.251,0.11,20.0,50.0,73.33,4.5,4.63,7.09,4.5,4.76,12.05
MLP_seq,6827.328,191271042.717,13830.077,0.11,16.67,46.67,73.33,3.97,3.54,6.4,3.97,3.11,12.09
MLP_seq,6675.23,173589496.718,13175.337,0.11,10.0,43.33,76.67,3.86,4.79,7.53,3.86,5.71,12.98
MLP_seq,6724.534,192657021.966,13880.094,0.11,16.67,46.67,73.33,5.07,5.07,7.61,5.07,5.08,12.69
MLP_seq,7385.752,197140132.312,14040.66,0.12,6.67,40.0,80.0,6.07,5.71,8.42,6.07,5.33,13.83
MLP_seq,6525.323,181087562.079,13456.878,0.11,20.0,46.67,70.0,3.5,3.57,5.77,3.5,3.65,10.22
MLP_seq,7028.144,187843407.616,13705.598,0.11,3.33,40.0,76.67,5.33,4.7,7.62,5.33,4.05,13.41
MLP_seq,7226.029,190067916.844,13786.512,0.12,10.0,46.67,73.33,6.05,5.65,8.03,6.05,5.24,12.81
MLP_seq,7216.467,204900359.362,14314.341,0.11,16.67,46.67,80.0,6.48,6.41,9.55,6.48,6.34,15.71
MLP_seq,7367.538,201957769.852,14211.185,0.12,0.0,46.67,76.67,6.05,5.83,8.98,6.05,5.6,15.19
MLP_seq,6889.622,187923839.112,13708.532,0.11,16.67,43.33,73.33,3.16,2.72,5.55,3.16,2.28,11.18
MLP_seq,6983.446,197200613.72,14042.814,0.11,23.33,43.33,76.67,5.51,4.92,7.22,5.51,4.31,11.88
MLP_seq,6812.751,170775729.005,13068.119,0.11,13.33,36.67,73.33,5.7,5.67,8.19,5.7,5.64,13.25
MLP_seq,7090.939,201536693.374,14196.362,0.11,26.67,43.33,76.67,4.61,4.12,7.08,4.61,3.63,12.95
MLP_seq,6432.522,180589516.983,13438.36,0.1,20.0,53.33,73.33,2.92,2.87,5.94,2.92,2.83,12.01
MLP_seq,7171.506,197286179.618,14045.86,0.11,13.33,43.33,73.33,6.77,6.71,8.91,6.77,6.65,13.37
MLP_seq,7393.815,201295994.452,14187.882,0.12,10.0,40.0,80.0,5.51,5.12,7.57,5.51,4.72,12.51
MLP_seq,6663.87,166805193.297,12915.308,0.11,13.33,40.0,70.0,3.6,4.03,6.65,3.6,4.46,11.9
MLP_seq,6716.004,187337499.608,13687.129,0.11,16.67,50.0,76.67,4.27,4.14,6.79,4.27,4.01,12.08
MLP_seq,7284.816,198936001.923,14104.467,0.12,6.67,36.67,76.67,6.02,5.57,8.33,6.02,5.11,13.83
MLP_seq,7559.906,195043484.721,13965.797,0.12,10.0,43.33,70.0,7.86,7.74,10.17,7.86,7.61,15.06
MLP_seq,7348.009,199579223.222,14127.251,0.12,13.33,43.33,70.0,6.57,5.85,8.61,6.57,5.12,14.1
MLP_seq,7127.563,189689430.486,13772.779,0.11,3.33,46.67,73.33,5.86,5.3,7.78,5.86,4.74,12.74
MLP_seq,6633.891,188281410.773,13721.567,0.11,23.33,46.67,76.67,3.04,2.74,5.89,3.04,2.44,12.09
MLP_seq,7533.151,209511566.843,14474.514,0.12,3.33,43.33,76.67,7.09,6.8,9.74,7.09,6.5,15.55
