timestamp,kWh fornecido
2021-01-01,892576.8
2021-01-08,894029.4
2021-01-15,892463.4
2021-01-22,882127.8
2021-01-29,889029.0
2021-02-05,885308.4
2021-02-12,870868.8
2021-02-19,841131.0
2021-02-26,843420.6
2021-03-05,848599.2
2021-03-12,847594.8
2021-03-19,832399.2
2021-03-26,838706.4
2021-04-02,841617.0
2021-04-09,820000.8
2021-04-16,863692.2
2021-04-23,864097.2
2021-04-30,832042.8
2021-05-07,881938.8
2021-05-14,852060.6
2021-05-21,853961.4
2021-05-28,850743.0
2021-06-04,845532.0
2021-06-11,846120.6
2021-06-18,835963.2
2021-06-25,844657.2
2021-07-02,842248.8
2021-07-09,844290.0
2021-07-16,844597.8
2021-07-23,828343.8
2021-07-30,840429.0
2021-08-06,838701.0
2021-08-13,830660.4
2021-08-20,766854.0
2021-08-27,818796.6
2021-09-03,828138.6
2021-09-10,828651.6
2021-09-17,832393.8
2021-09-24,831222.0
2021-10-01,831751.2
2021-10-08,831805.2
2021-10-15,827058.6
2021-10-22,831664.8
2021-10-29,827496.0
2021-11-05,832539.6
2021-11-12,834397.2
2021-11-19,834861.6
2021-11-26,808898.4
2021-12-03,850937.4
2021-12-10,846568.8
2021-12-17,841379.4
2021-12-24,855711.0
2021-12-31,123800.4
