validation,mae,mse,rmse,mape,accuracy 2%,accuracy 5%,accuracy 10%,Erro percentual acumulado 30 dias,Erro percentual acumulado 60 dias,Erro percentual acumulado 90 dias,Erro percentual acumulado 1º mês,Erro percentual acumulado 2º mês,Erro percentual acumulado 3º mês
LSTM_alt,4493.018,37906260.299,6156.806,0.07,10.0,50.0,73.33,0.32,2.03,2.03,0.32,4.38,2.01
MLP_seq,5109.14,38258229.788,6185.324,0.08,6.67,13.33,73.33,1.94,4.45,4.04,1.94,6.96,3.23
MLP_seq,4493.867,42869865.285,6547.508,0.07,13.33,43.33,90.0,0.02,1.45,0.83,0.02,2.84,0.39
LSTM_alt,4205.827,30911334.562,5559.796,0.07,13.33,43.33,86.67,1.69,3.14,2.31,1.69,4.56,0.69
MLP_seq,5532.539,41959524.833,6477.617,0.09,6.67,10.0,76.67,2.77,5.27,4.99,2.77,7.77,4.42
MLP_seq,3537.597,31624672.788,5623.582,0.06,30.0,70.0,83.33,3.72,2.01,1.46,3.72,0.32,0.32
LSTM_alt,4100.456,40511112.485,6364.834,0.06,33.33,46.67,83.33,1.19,0.34,0.03,1.19,0.48,0.78
MLP_seq,8233.892,211339863.674,14537.533,0.13,20.0,36.67,63.33,8.5,9.64,11.45,8.5,10.76,15.15
MLP_seq,7686.177,212282237.67,14569.909,0.12,10.0,40.0,66.67,5.84,7.84,9.86,5.84,9.77,13.97
MLP_seq,7625.427,195403384.465,13978.676,0.12,16.67,30.0,70.0,4.07,3.97,7.65,4.07,3.86,14.77
MLP_seq,7311.53,200248698.058,14150.926,0.12,26.67,43.33,66.67,2.54,3.31,6.88,2.54,4.08,13.81
MLP_seq,7147.315,184748710.641,13592.23,0.12,13.33,36.67,73.33,2.79,2.87,6.2,2.79,2.95,12.73
MLP_seq,6601.221,176335066.694,13279.121,0.11,23.33,40.0,83.33,3.95,3.54,6.39,3.95,3.13,12.05
MLP_seq,6604.291,176767720.631,13295.402,0.11,16.67,43.33,66.67,0.24,2.03,5.12,0.24,3.77,11.22
MLP_seq,6589.946,171568308.666,13098.409,0.11,23.33,43.33,73.33,2.77,2.47,5.5,2.77,2.16,11.5
MLP_seq,8050.514,226300701.868,15043.294,0.13,20.0,36.67,70.0,4.84,4.81,8.02,4.84,4.79,14.31
MLP_seq,6724.8,180883888.707,13449.308,0.11,20.0,50.0,76.67,3.57,3.28,5.89,3.57,2.98,11.11
MLP_seq,6430.373,169291779.386,13011.217,0.11,23.33,43.33,80.0,3.8,4.16,6.83,3.8,4.52,12.16
MLP_seq,6913.814,180141070.18,13421.664,0.11,13.33,53.33,80.0,6.24,6.14,8.13,6.24,6.04,12.19
MLP_seq,8073.977,222904012.355,14929.97,0.12,20.0,33.33,66.67,6.62,7.2,10.34,6.62,7.79,16.5
MLP_seq,6973.834,186626576.996,13661.134,0.11,6.67,53.33,80.0,5.42,5.65,8.51,5.42,5.89,14.17
MLP_seq,6701.76,176769945.756,13295.486,0.11,20.0,36.67,80.0,4.59,4.15,6.97,4.59,3.69,12.57
MLP_seq,6638.606,179511496.024,13398.19,0.11,20.0,50.0,76.67,3.11,2.93,5.71,3.11,2.75,11.24
MLP_seq,6770.918,183714256.538,13554.123,0.11,23.33,40.0,80.0,5.0,4.79,7.32,5.0,4.57,12.4
MLP_seq,6664.674,179146386.514,13384.558,0.11,20.0,40.0,76.67,2.93,3.05,5.91,2.93,3.17,11.59
MLP_seq,7349.396,197794278.359,14063.935,0.12,16.67,43.33,66.67,4.96,4.83,7.99,4.96,4.7,14.21
MLP_seq,7511.47,207689567.387,14411.439,0.12,20.0,40.0,73.33,4.25,4.23,7.99,4.25,4.21,15.26
MLP_seq,6820.077,176146196.241,13272.008,0.11,13.33,43.33,83.33,3.83,4.12,6.68,3.83,4.41,11.82
MLP_seq,7029.974,184178899.158,13571.253,0.12,16.67,33.33,70.0,0.35,1.34,4.73,0.35,2.32,11.38
MLP_seq,6591.934,178016233.979,13342.272,0.11,16.67,56.67,73.33,2.24,2.13,5.14,2.24,2.02,11.11
MLP_seq,7413.38,209657585.257,14479.557,0.12,16.67,43.33,73.33,3.71,5.13,8.22,3.71,6.51,14.31
MLP_seq,7210.092,191399419.132,13834.718,0.11,3.33,46.67,76.67,6.38,6.7,9.17,6.38,7.02,14.12
MLP_seq,6753.733,174567905.043,13212.415,0.11,16.67,40.0,80.0,4.63,5.08,7.46,4.63,5.54,12.25
MLP_seq,6640.439,173902845.995,13187.223,0.11,13.33,43.33,76.67,4.11,4.51,6.96,4.11,4.91,11.88
